Symbol;Name;MarketCap;IPOyear;Sector;industry
MBOT;Microbot Medical Inc. ;$37.27M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
MCHP;Microchip Technology Incorporated;$19.43B;1993;Technology;Semiconductors
MU;Micron Technology, Inc.;$31.1B;n/a;Technology;Semiconductors
MICT;Micronet Enertec Technologies, Inc.;$5.81M;n/a;Capital Goods;Electrical Products
MICTW;Micronet Enertec Technologies, Inc.;n/a;n/a;Capital Goods;Electrical Products
MSCC;Microsemi Corporation;$5.99B;n/a;Technology;Semiconductors
MSFT;Microsoft Corporation;$560.22B;1986;Technology;Computer Software: Prepackaged Software
MSTR;MicroStrategy Incorporated;$1.55B;1998;Technology;Computer Software: Prepackaged Software
MVIS;Microvision, Inc.;$168.26M;1996;Capital Goods;Industrial Machinery/Components
MPB;Mid Penn Bancorp;$114.35M;n/a;Finance;Major Banks
MTP;Midatech Pharma PLC;$63.87M;n/a;Health Care;Major Pharmaceuticals
MCEP;Mid-Con Energy Partners, LP;$33.54M;2011;Energy;Oil & Gas Production
MBCN;Middlefield Banc Corp.;$140.35M;n/a;Finance;Major Banks
MSEX;Middlesex Water Company;$643.55M;n/a;Public Utilities;Water Supply
MSBI;Midland States Bancorp, Inc.;$600.49M;2016;Finance;Major Banks
MOFG;MidWestOne Financial Group, Inc.;$416.16M;n/a;Finance;Major Banks
MIME;Mimecast Limited;$1.56B;2015;Technology;Computer Software: Prepackaged Software
MDXG;MiMedx Group, Inc;$1.65B;n/a;Health Care;Medical/Dental Instruments
MNDO;MIND C.T.I. Ltd.;$46.88M;n/a;Technology;EDP Services
MB;MINDBODY, Inc.;$1.14B;2015;Technology;EDP Services
NERV;Minerva Neurosciences, Inc;$280.2M;2014;Health Care;Major Pharmaceuticals
MGEN;Miragen Therapeutics, Inc.;$289.64M;2014;Health Care;Medical Specialities
MRTX;Mirati Therapeutics, Inc.;$119.71M;n/a;Health Care;Major Pharmaceuticals
MIRN;Mirna Therapeutics, Inc.;$35.04M;2015;Health Care;Major Pharmaceuticals
MSON;MISONIX, Inc.;$73.99M;1992;Capital Goods;Medical Specialities
MIND;Mitcham Industries, Inc.;$48.12M;1994;Technology;Diversified Commercial Services
MINDP;Mitcham Industries, Inc.;n/a;n/a;Technology;Diversified Commercial Services
MITK;Mitek Systems, Inc.;$334.98M;n/a;Technology;Computer peripheral equipment
MITL;Mitel Networks Corporation;$1.03B;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
MKSI;MKS Instruments, Inc.;$4.18B;1999;Capital Goods;Industrial Machinery/Components
MMAC;MMA Capital Management, LLC;$138.82M;n/a;Finance;Real Estate
MINI;Mobile Mini, Inc.;$1.41B;1994;Capital Goods;Metal Fabrications
MOBL;MobileIron, Inc.;$414.2M;2014;Technology;Computer Software: Prepackaged Software
MMDM;Modern Media Acquisition Corp.;$253.32M;2017;Finance;Business Services
MMDMR;Modern Media Acquisition Corp.;n/a;2017;Finance;Business Services
MMDMU;Modern Media Acquisition Corp.;n/a;2017;Finance;Business Services
MMDMW;Modern Media Acquisition Corp.;n/a;2017;Finance;Business Services
MLNK;ModusLink Global Solutions, Inc;$90M;n/a;Miscellaneous;Business Services
MTEM;Molecular Templates, Inc.;$40.87M;n/a;n/a;n/a
MBRX;Moleculin Biotech, Inc.;$51.14M;2016;Health Care;Major Pharmaceuticals
MNTA;Momenta Pharmaceuticals, Inc.;$1.22B;2004;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
MOMO;Momo Inc.;$8.68B;2014;Technology;Computer Software: Prepackaged Software
MCRI;Monarch Casino & Resort, Inc.;$587.57M;1993;Consumer Services;Hotels/Resorts
MDLZ;Mondelez International, Inc.;$65.97B;n/a;Consumer Non-Durables;Packaged Foods
MGI;Moneygram International, Inc.;$844.92M;n/a;Miscellaneous;Business Services
MPWR;Monolithic Power Systems, Inc.;$4.2B;2004;Technology;Semiconductors
TYPE;Monotype Imaging Holdings Inc.;$788.45M;2007;Technology;EDP Services
MNRO;Monro Muffler Brake, Inc.;$1.55B;1991;Consumer Services;Automotive Aftermarket
MRCC;Monroe Capital Corporation;$242.13M;2012;n/a;n/a
MNST;Monster Beverage Corporation;$29.93B;n/a;Consumer Non-Durables;Beverages (Production/Distribution)
MSDI;Monster Digital, Inc.;$5.67M;2016;Technology;Electronic Components
MSDIW;Monster Digital, Inc.;n/a;2016;Technology;Electronic Components
MORN;Morningstar, Inc.;$3.49B;2005;Finance;Investment Managers
MOSY;MoSys, Inc.;$7.75M;2001;Technology;Semiconductors
MOTA;Mota Group, Inc.;n/a;n/a;n/a;n/a
MTFB;Motif Bio plc;$71.69M;2016;Health Care;Major Pharmaceuticals
MTFBW;Motif Bio plc;n/a;2016;Health Care;Major Pharmaceuticals
MPAA;Motorcar Parts of America, Inc.;$489.73M;n/a;Capital Goods;Auto Parts:O.E.M.
MPVD;Mountain Province Diamonds Inc.;$600.69M;n/a;Basic Industries;Precious Metals
MOXC;Moxian, Inc.;$217.77M;n/a;Technology;Computer Software: Programming, Data Processing
MRIC;MRI Interventions Inc;n/a;n/a;n/a;n/a
MRVC;MRV Communications, Inc.;$67.78M;1992;Technology;Semiconductors
MSBF;MSB Financial Corp.;$99.11M;n/a;Finance;Savings Institutions
MSG;MSG Networks Inc.;$5.1B;2015;Consumer Services;Services-Misc. Amusement & Recreation
MTGE;MTGE Investment Corp.;$879.32M;2011;Consumer Services;Real Estate Investment Trusts
MTGEP;MTGE Investment Corp.;$51.4M;n/a;Consumer Services;Real Estate Investment Trusts
MTSC;MTS Systems Corporation;$863.03M;n/a;Capital Goods;Industrial Machinery/Components
LABL;Multi-Color Corporation;$1.37B;1987;Miscellaneous;Publishing
MFSF;MutualFirst Financial Inc.;$258.15M;n/a;Finance;Major Banks
MYSZ;My Size, Inc.;$19.01M;n/a;Technology;Computer Software: Prepackaged Software
MYL;Mylan N.V.;$17.64B;n/a;Health Care;Major Pharmaceuticals
MYND;MYnd Analytics, Inc.;$16.02M;n/a;Health Care;Hospital/Nursing Management
MYNDW;MYnd Analytics, Inc.;n/a;n/a;Health Care;Hospital/Nursing Management
MYOK;MyoKardia, Inc.;$539.47M;2015;Health Care;Major Pharmaceuticals
MYOS;MYOS RENS Technology Inc.;$10.17M;n/a;Health Care;Major Pharmaceuticals
MYRG;MYR Group, Inc.;$433.11M;n/a;Basic Industries;Water Supply
MYGN;Myriad Genetics, Inc.;$1.7B;1995;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV;Nabriva Therapeutics plc;$269.39M;2015;Health Care;Major Pharmaceuticals
NAKD;Naked Brand Group Inc.;$13.53M;n/a;Consumer Non-Durables;Apparel
NNDM;Nano Dimension Ltd.;$52.03M;n/a;Technology;Electrical Products
NANO;Nanometrics Incorporated;$630.53M;1984;Capital Goods;Industrial Machinery/Components
NSTG;NanoString Technologies, Inc.;$388.67M;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NH;NantHealth, Inc.;$511M;2016;Technology;EDP Services
NK;NantKwest, Inc.;$484.72M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NSSC;NAPCO Security Technologies, Inc.;$170.54M;n/a;Consumer Durables;Telecommunications Equipment
NDAQ;Nasdaq, Inc.;$12.41B;n/a;Finance;Investment Bankers/Brokers/Service
NTRA;Natera, Inc.;$438.4M;2015;Health Care;Medical Specialities
NATH;Nathan&#39;;;;
NAUH;National American University Holdings, Inc.;$53.81M;n/a;Consumer Services;Other Consumer Services
NKSH;National Bankshares, Inc.;$266.49M;n/a;Finance;Major Banks
FIZZ;National Beverage Corp.;$5.08B;n/a;Consumer Non-Durables;Beverages (Production/Distribution)
NCMI;National CineMedia, Inc.;$433.74M;2007;Consumer Services;Advertising
NCOM;National Commerce Corporation;$562.12M;2015;Finance;Major Banks
NESR;National Energy Services Reunited Corp.;$274.77M;2017;Finance;Business Services
NESRW;National Energy Services Reunited Corp.;n/a;2017;Finance;Business Services
NGHC;National General Holdings Corp;$2.2B;n/a;Finance;Property-Casualty Insurers
NGHCN;National General Holdings Corp;n/a;n/a;Finance;Property-Casualty Insurers
NGHCO;National General Holdings Corp;n/a;n/a;Finance;Property-Casualty Insurers
NGHCP;National General Holdings Corp;$57.54M;n/a;Finance;Property-Casualty Insurers
NGHCZ;National General Holdings Corp;n/a;n/a;Finance;Property-Casualty Insurers
NHLD;National Holdings Corporation;$34.83M;n/a;Finance;Investment Bankers/Brokers/Service
NHLDW;National Holdings Corporation;n/a;n/a;Finance;Investment Bankers/Brokers/Service
NATI;National Instruments Corporation;$5.3B;1995;Technology;Computer Software: Prepackaged Software
NRCIA;National Research Corporation;$731.62M;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
NRCIB;National Research Corporation;$1.28B;n/a;Health Care;Biotechnology: Commercial Physical & Biological Resarch
NSEC;National Security Group, Inc.;$34.49M;n/a;Finance;Life Insurance
NWLI;National Western Life Group, Inc.;$1.24B;n/a;Finance;Life Insurance
NAII;Natural Alternatives International, Inc.;$67.65M;n/a;Consumer Durables;Specialty Chemicals
NHTC;Natural Health Trends Corp.;$247.82M;n/a;Consumer Durables;Consumer Specialties
NATR;Nature&#39;;;;
BABY;Natus Medical Incorporated;$1.15B;2001;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISM;Navient Corporation;n/a;n/a;Finance;Finance: Consumer Services
JSM;Navient Corporation;n/a;n/a;Finance;Finance: Consumer Services
NAVI;Navient Corporation;$3.91B;n/a;Finance;Investment Bankers/Brokers/Service
NBCP;NB Capital Acquisition Corp.;n/a;n/a;n/a;n/a
NBTB;NBT Bancorp Inc.;$1.55B;n/a;Finance;Major Banks
NCIT;NCI, Inc.;$272.34M;2005;Technology;EDP Services
NCSM;NCS Multistage Holdings, Inc.;$946.04M;2017;Energy;Oilfield Services/Equipment
NKTR;Nektar Therapeutics;$3.11B;n/a;Health Care;Major Pharmaceuticals
NEOG;Neogen Corporation;$2.55B;1989;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO;NeoGenomics, Inc.;$732.94M;n/a;Health Care;Precision Instruments
NEON;Neonode Inc.;$52.26M;n/a;Capital Goods;Industrial Machinery/Components
NEOS;Neos Therapeutics, Inc.;$151.16M;2015;Health Care;Major Pharmaceuticals
NEOT;Neothetics, Inc.;$7.33M;1996;Health Care;Major Pharmaceuticals
NVCN;Neovasc Inc.;$89.6M;n/a;Health Care;Medical/Dental Instruments
NEPT;Neptune Technologies & Bioresources Inc;$71.11M;n/a;Health Care;Major Pharmaceuticals
UEPS;Net 1 UEPS Technologies, Inc.;$532.71M;2005;Finance;Investment Bankers/Brokers/Service
NETE;Net Element, Inc.;$7.93M;n/a;Technology;EDP Services
NTAP;NetApp, Inc.;$11.56B;1995;Technology;Electronic Components
NTES;NetEase, Inc.;$39.96B;n/a;Miscellaneous;Business Services
NFLX;Netflix, Inc.;$77.83B;2002;Consumer Services;Consumer Electronics/Video Chains
NTGR;NETGEAR, Inc.;$1.51B;2003;Public Utilities;Telecommunications Equipment
NLST;Netlist, Inc.;$68.02M;2006;Technology;Semiconductors
NTCT;NetScout Systems, Inc.;$3.04B;1999;Technology;EDP Services
NTWK;NetSol Technologies Inc.;$49.54M;n/a;Technology;Computer Software: Prepackaged Software
CUR;Neuralstem, Inc.;$14.25M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NBIX;Neurocrine Biosciences, Inc.;$4.71B;1996;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NDRM;NeuroDerm Ltd.;$1.02B;2014;Health Care;Major Pharmaceuticals
NURO;NeuroMetrix, Inc.;$3.65M;2004;Health Care;Medical/Dental Instruments
NUROW;NeuroMetrix, Inc.;n/a;n/a;Health Care;Medical/Dental Instruments
NTRP;Neurotrope, Inc.;$31.16M;n/a;Health Care;Major Pharmaceuticals
NBEV;New Age Beverages Corporation;$155.6M;n/a;Consumer Non-Durables;Beverages (Production/Distribution)
NYMT;New York Mortgage Trust, Inc.;$683.36M;n/a;Consumer Services;Real Estate Investment Trusts
NYMTO;New York Mortgage Trust, Inc.;n/a;n/a;Consumer Services;Real Estate Investment Trusts
NYMTP;New York Mortgage Trust, Inc.;n/a;n/a;Finance;Finance: Consumer Services
NEWA;Newater Technology, Inc.;$95.5M;2017;Basic Industries;Miscellaneous
NLNK;NewLink Genetics Corporation;$211.12M;2011;Health Care;Major Pharmaceuticals
NWS;News Corporation;$8.49B;n/a;Consumer Services;Newspapers/Magazines
NWSA;News Corporation;$8.22B;n/a;Consumer Services;Newspapers/Magazines
NEWS;NewStar Financial, Inc.;$445.98M;2006;Finance;Finance: Consumer Services
NEWT;Newtek Business Services Corp.;$296.87M;n/a;n/a;n/a
NEWTL;Newtek Business Services Corp.;n/a;n/a;n/a;n/a
NEWTZ;Newtek Business Services Corp.;n/a;n/a;n/a;n/a
NXEO;Nexeo Solutions, Inc.;$726.75M;n/a;Consumer Durables;Specialty Chemicals
NXEOU;Nexeo Solutions, Inc.;n/a;2014;Consumer Durables;Specialty Chemicals
NXEOW;Nexeo Solutions, Inc.;n/a;n/a;Consumer Durables;Specialty Chemicals
NXST;Nexstar Media Group, Inc.;$2.86B;2003;Consumer Services;Broadcasting
NEXT;NextDecade Corporation;$890.21M;2015;Public Utilities;Oil & Gas Production
NEXTW;NextDecade Corporation;n/a;2015;Public Utilities;Oil & Gas Production
NFEC;NF Energy Saving Corporation;$6.23M;n/a;Capital Goods;Metal Fabrications
NODK;NI Holdings, Inc.;$409M;2017;Finance;Property-Casualty Insurers
EGOV;NIC Inc.;$1.09B;1999;Miscellaneous;Business Services
NICE;NICE Ltd;$4.6B;n/a;Technology;Computer Manufacturing
NICK;Nicholas Financial, Inc.;$70.98M;n/a;Finance;Finance Companies
NCBS;Nicolet Bankshares Inc.;$518.99M;n/a;Finance;Major Banks
NIHD;NII Holdings, Inc.;$55.31M;n/a;Public Utilities;Telecommunications Equipment
NMIH;NMI Holdings Inc;$718.35M;2013;Finance;Property-Casualty Insurers
NNBR;NN, Inc.;$715.47M;1994;Capital Goods;Metal Fabrications
NDLS;Noodles & Company;$160.24M;2013;Consumer Services;Restaurants
NDSN;Nordson Corporation;$7.4B;n/a;Capital Goods;Industrial Machinery/Components
NSYS;Nortech Systems Incorporated;$9.91M;n/a;Capital Goods;Industrial Machinery/Components
NBN;Northeast Bancorp;$187.02M;n/a;Finance;Major Banks
NTIC;Northern Technologies International Corporation;$79M;n/a;Capital Goods;Industrial Specialties
NTRS;Northern Trust Corporation;$20.33B;n/a;Finance;Major Banks
NTRSP;Northern Trust Corporation;$437.44M;n/a;Finance;Major Banks
NFBK;Northfield Bancorp, Inc.;$822.64M;n/a;Finance;Savings Institutions
NRIM;Northrim BanCorp Inc;$195.92M;n/a;Finance;Savings Institutions
NWBI;Northwest Bancshares, Inc.;$1.64B;2009;Finance;Major Banks
NWPX;Northwest Pipe Company;$153.87M;1995;Basic Industries;Steel/Iron Ore
NCLH;Norwegian Cruise Line Holdings Ltd.;$12.97B;2013;Consumer Services;Marine Transportation
NWFL;Norwood Financial Corp.;$175.6M;n/a;Finance;Major Banks
NVFY;Nova Lifestyle, Inc;$38.56M;n/a;Consumer Durables;Home Furnishings
NVMI;Nova Measuring Instruments Ltd.;$647.13M;2000;Capital Goods;Electronic Components
NVDQ;Novadaq Technologies Inc;$675.72M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
NOVN;Novan, Inc.;$80.65M;2016;Health Care;Major Pharmaceuticals
NOVT;Novanta Inc.;$1.29B;n/a;Miscellaneous;Industrial Machinery/Components
NVAX;Novavax, Inc.;$285.44M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
NVLN;Novelion Therapeutics Inc. ;$167.02M;n/a;Health Care;Major Pharmaceuticals
NVCR;NovoCure Limited;$1.65B;2015;Health Care;Medical/Dental Instruments
NVGN;Novogen Limited;$15.32M;n/a;Health Care;Major Pharmaceuticals
NVUS;Novus Therapeutics, Inc.;$1.12M;2014;Health Care;Major Pharmaceuticals
NUAN;Nuance Communications, Inc.;$4.85B;n/a;Technology;Computer Software: Prepackaged Software
NMRX;Numerex Corp.;$85.58M;n/a;Consumer Durables;Telecommunications Equipment
NTNX;Nutanix, Inc.;$3.25B;2016;Technology;Computer Software: Prepackaged Software
NUTR;Nutraceutical International Corporation;$386.99M;1998;Consumer Durables;Specialty Chemicals
NTRI;NutriSystem Inc;$1.6B;n/a;Consumer Services;Catalog/Specialty Distribution
NUVA;NuVasive, Inc.;$3.34B;2004;Health Care;Medical/Dental Instruments
NVTR;Nuvectra Corporation;$124.94M;n/a;Health Care;Medical/Dental Instruments
QQQX;Nuveen NASDAQ 100 Dynamic Overwrite Fund;$806.22M;n/a;n/a;n/a
NVEE;NV5 Global, Inc.;$457.92M;2013;Consumer Services;Other Consumer Services
NVEC;NVE Corporation;$365.5M;n/a;Technology;Semiconductors
NVDA;NVIDIA Corporation;$99.49B;1999;Technology;Semiconductors
NXPI;NXP Semiconductors N.V.;$37.88B;2010;Technology;Semiconductors
NXTM;NxStage Medical, Inc.;$1.52B;2005;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD;NXT-ID Inc.;$19.26M;n/a;Consumer Services;Diversified Commercial Services
NXTDW;NXT-ID Inc.;n/a;n/a;Consumer Services;Diversified Commercial Services
NYMX;Nymox Pharmaceutical Corporation;$184.65M;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM;O2Micro International Limited;$43.26M;n/a;Technology;Semiconductors
OVLY;Oak Valley Bancorp (CA);$127.48M;n/a;Finance;Major Banks
OASM;Oasmia Pharmaceutical AB;$41.43M;2015;Health Care;Major Pharmaceuticals
OBLN;Obalon Therapeutics, Inc.;$137.19M;2016;Health Care;Medical/Dental Instruments
OBSV;ObsEva SA;$236.46M;2017;Health Care;Major Pharmaceuticals
OBCI;Ocean Bio-Chem, Inc.;$36.8M;n/a;Consumer Durables;Specialty Chemicals
OPTT;Ocean Power Technologies, Inc.;$15.97M;2007;Public Utilities;Electric Utilities: Central
ORIG;Ocean Rig UDW Inc.;$16.78M;n/a;Energy;Oil & Gas Production
OCFC;OceanFirst Financial Corp.;$878.27M;n/a;Finance;Savings Institutions
OCRX;Ocera Therapeutics, Inc.;$28.68M;2011;Health Care;Major Pharmaceuticals
OCLR;Oclaro, Inc.;$1.46B;n/a;Technology;Semiconductors
OFED;Oconee Federal Financial Corp.;$157.1M;2011;Finance;Savings Institutions
OCUL;Ocular Therapeutix, Inc.;$167.49M;2014;Health Care;Major Pharmaceuticals
OMEX;Odyssey Marine Exploration, Inc.;$39.23M;n/a;Consumer Services;Marine Transportation
ODP;Office Depot, Inc.;$3.08B;n/a;Consumer Services;Other Specialty Stores
OFS;OFS Capital Corporation;$182.06M;n/a;n/a;n/a
OHAI;OHA Investment Corporation;$24.21M;n/a;n/a;n/a
OVBC;Ohio Valley Banc Corp.;$153.14M;n/a;Finance;Major Banks
OHRP;Ohr Pharmaceuticals, Inc.;$35.49M;n/a;Health Care;Major Pharmaceuticals
OKTA;Okta, Inc.;$2.19B;2017;Technology;Computer Software: Prepackaged Software
ODFL;Old Dominion Freight Line, Inc.;$7.93B;1991;Transportation;Trucking Freight/Courier Services
OLBK;Old Line Bancshares, Inc.;$339.52M;n/a;Finance;Major Banks
ONB;Old National Bancorp;$2.24B;n/a;Finance;Major Banks
OPOF;Old Point Financial Corporation;$161.19M;n/a;Finance;Major Banks
OSBC;Old Second Bancorp, Inc.;$357.92M;n/a;Finance;Major Banks
OSBCP;Old Second Bancorp, Inc.;n/a;n/a;Finance;Major Banks
OLLI;Ollie&#39;;;;
ZEUS;Olympic Steel, Inc.;$196.03M;1994;Basic Industries;Metal Fabrications
OFLX;Omega Flex, Inc.;$601.67M;n/a;Capital Goods;Industrial Specialties
OMER;Omeros Corporation;$963.15M;2009;Health Care;Major Pharmaceuticals
OMNT;Ominto, Inc.;$96.34M;n/a;Miscellaneous;Business Services
OMCL;Omnicell, Inc.;$1.9B;2001;Technology;Computer Manufacturing
ON;ON Semiconductor Corporation;$6.35B;n/a;Technology;Semiconductors
OTIV;On Track Innovations Ltd;$55.07M;n/a;Technology;Semiconductors
ONS;Oncobiologics, Inc.;$24.69M;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ONSIW;Oncobiologics, Inc.;n/a;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
ONSIZ;Oncobiologics, Inc.;n/a;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
OMED;OncoMed Pharmaceuticals, Inc.;$145.23M;2013;Health Care;Major Pharmaceuticals
ONTX;Onconova Therapeutics, Inc.;$19.26M;2013;Health Care;Major Pharmaceuticals
ONTXW;Onconova Therapeutics, Inc.;n/a;n/a;Health Care;Major Pharmaceuticals
ONCS;OncoSec Medical Incorporated;$20.74M;n/a;Health Care;Major Pharmaceuticals
OHGI;One Horizon Group, Inc.;$5.4M;n/a;Public Utilities;Telecommunications Equipment
ONVI;Onvia, Inc.;$33.18M;2000;Miscellaneous;Business Services
OTEX;Open Text Corporation;$9.11B;1996;Technology;EDP Services
OPXA;Opexa Therapeutics, Inc.;$7.04M;n/a;Health Care;Major Pharmaceuticals
OPXAW;Opexa Therapeutics, Inc.;n/a;n/a;Health Care;Major Pharmaceuticals
OPGN;OpGen, Inc.;$16.24M;2015;Health Care;Medical Specialities
OPGNW;OpGen, Inc.;n/a;2015;Health Care;Medical Specialities
OPHT;Ophthotech Corporation;$91.07M;2013;Health Care;Major Pharmaceuticals
OPK;Opko Health, Inc.;$3.47B;n/a;Health Care;Major Pharmaceuticals
OBAS;Optibase Ltd.;$45.63M;1999;Finance;Real Estate
OCC;Optical Cable Corporation;$16.94M;n/a;Basic Industries;Telecommunications Equipment
OPHC;OptimumBank Holdings, Inc.;$3.2M;n/a;Finance;Major Banks
OPB;Opus Bank;$891.4M;2014;n/a;n/a
ORMP;Oramed Pharmaceuticals Inc.;$107.1M;n/a;Health Care;Major Pharmaceuticals
OSUR;OraSure Technologies, Inc.;$1.19B;n/a;Health Care;Medical/Dental Instruments
ORBC;ORBCOMM Inc.;$826.8M;2006;Consumer Services;Telecommunications Equipment
ORBK;Orbotech Ltd.;$1.72B;n/a;Capital Goods;Industrial Machinery/Components
ORLY;O&#39;;;;
OREX;Orexigen Therapeutics, Inc.;$36.09M;2007;Health Care;Major Pharmaceuticals
ONVO;Organovo Holdings, Inc.;$233.44M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
